core	NoseWrapper	test	label verbose extra_argv doctests	run tests for module using nose %(test_header)s
graphics		_key_splitting	rect_dict keys values key_subset	given a dictionary where each entry is a rectangle a list of key and value count of elements in each category it split each rect accordingly
graphics		_tuplify	obj	convert an object in a tuple of strings (even if it is not iterable
graphics		_categories_level	keys	use the ordered dict to implement a simple ordered set
graphics		_hierarchical_split	count_dict horizontal gap	split a square in a hierarchical way given a contingency table
graphics		_single_hsv_to_rgb	hsv	transform a color from the hsv space to the rgb
graphics		_create_default_properties	data	"create the default properties of the mosaic given the data first it will varies the color hue first category then the color
graphics		_normalize_data	data index	normalize the data to a dict with tuples of strings as keys right now it works with
graphics		_normalize_dataframe	dataframe index	take a pandas dataframe and count the element present in the
graphics		_statistical_coloring	data	evaluate colors from the indipendence properties of the matrix
graphics		_create_labels	rects horizontal ax rotation	find the position of the label for each value of each category
graphics		mosaic	data index ax horizontal	create a mosaic plot from a contingency table
graphics		fboxplot	data xdata labels depth	plot functional boxplot
graphics		rainbowplot	data xdata depth method	create a rainbow plot for a set of curves
graphics		banddepth	data method	calculate the band depth for a set of functional curves
graphics		rainbow	n	returns a list of colors sampled at equal intervals over the spectrum
graphics		dot_plot	points intervals lines sections	produce a dotplot similar in style to those in cleveland's "visualizing data" book
examples		probitloglike	params endog exog	log likelihood for the probit
examples	MyT	nloglikeobs	params	loglikelihood of poisson model parameters
examples	MyPareto	fit_ks		fit pareto with nested optimization
examples	MyPareto	fit_ks1_trim		fit pareto with nested optimization
examples	MyPareto	fit_ks1		fit pareto with nested optimization
examples	MyT	nloglikeobs	params	loglikelihood of poisson model parameters
examples.tsa	LagPolynomial	flip		reverse polynomial coefficients
examples.tsa	LagPolynomial	div	other maxlag	padded division pads numerator with zeros to maxlag
examples.tsa		tiny2zero	x eps	replace abs values smaller than eps by zero makes copy
examples.tsa		armaloop	arcoefs macoefs x	get arma recursion in simple loop for simplicity assumes that ma polynomial is not longer than the ar-polynomial
examples.l1_demo		main		provides a cli for the demo
examples.l1_demo		run_demo	mode base_alpha N get_l1_slsqp_results	run the demo and print results
examples.l1_demo		run_solvers	model true_params alpha get_l1_slsqp_results	runs the solvers using the specified settings and returns a result string
examples.l1_demo		get_summary_str	results true_params get_l1_slsqp_results get_l1_cvxopt_results	gets a string summarizing the results
examples.l1_demo		get_RMSE	results true_params	gets the normalized root mean square error
examples.l1_demo		get_logit_endog	true_params exog noise_level	gets an endogenous response that is consistent with the true_params perturbed by noise at noise_level
examples.l1_demo		get_probit_endog	true_params exog noise_level	gets an endogenous response that is consistent with the true_params perturbed by noise at noise_level
examples.l1_demo		get_exog	N num_nonconst_covariates cor_length	returns an exog array with correlations determined by cor_length
sandbox		descstats	data cols axis	prints descriptive statistics for one or multiple variables
sandbox		_make_exog_from_formula	result focus_var summaries values	create dataframes for exploring a fitted model as a function of one variable
sandbox		_make_exog_from_arrays	result focus_var summaries values	create dataframes for exploring a fitted model as a function of one variable
sandbox		_glm_basic_scr	result exog alpha	the basic scr from sun et al annals of statistics 2000
sandbox	Results	__call__	exog	expected value check new glm same as mu for given exog
sandbox	Results	linkinversepredict	exog	expected value check new glm same as mu for given exog
sandbox	Results	predict	exog	predict response sum of smoothed components
sandbox	Results	smoothed	exog	get smoothed prediction for each component
sandbox	AdditiveModel	_iter__		initialize iteration ?, should be removed
sandbox	AdditiveModel	next		internal calculation for one fit iteration
sandbox	AdditiveModel	cont		condition to continue iteration loop parameters
sandbox	AdditiveModel	df_resid		degrees of freedom of residuals ddof is sum of all smoothers df
sandbox	AdditiveModel	estimate_scale		estimate standard deviation of residuals
sandbox	AdditiveModel	fit	Y rtol maxiter	fit the model to a given endogenous variable y
sandbox	Model	estimate_scale	Y	return pearson's x^2 estimate of scale
sandbox		recipr	X	return the reciprocal of an array setting all entries less than or equal to 0 to 0
sandbox		mad	a c axis	median absolute deviation
sandbox		recipr0	X	return the reciprocal of an array setting all entries equal to 0 as 0
sandbox		clean0	matrix	erase columns of zeros can save some time in pseudoinverse
sandbox		rank	X cond	return the rank of a matrix x based on its generalized inverse not the svd
sandbox		fullrank	X r	return a matrix whose column span is the same as x
sandbox		ECDF	values	return the ecdf of an array as a step function
sandbox		monotone_fn_inverter	fn x vectorized	given a monotone function fn no checking is done to verify monotonicity and a set of x values return an linearly interpolated approximation
sandbox		_band2array	a lower symmetric hermitian	take an upper or lower triangular banded matrix and return a numpy array
sandbox		_upper2lower	ub	convert upper triangular banded matrix to lower banded form
sandbox		_lower2upper	lb	convert lower triangular banded matrix to upper banded form
sandbox		_triangle2unit	tb lower	take a banded triangular matrix and return its diagonal and the unit matrix the banded triangular matrix with 1's on the diagonal
sandbox		_trace_symbanded	a b lower	compute the trace ab for two upper or banded real symmetric matrices stored either in either upper or lower form
sandbox		_zero_triband	a lower	explicitly zero out unused elements of a real symmetric banded matrix
sandbox	BSpline	__call__		evaluate the bspline at a given point yielding a matrix b and return
sandbox	BSpline	basis_element	x i d	evaluate a particular basis element of the bspline or its derivative
sandbox	BSpline	basis	x d lower upper	evaluate the basis of the bspline or its derivative
sandbox	BSpline	gram	d	compute gram inner product matrix storing it in lower triangular banded form
sandbox	SmoothingSpline	fit	y x weights pen	fit the smoothing spline to a set of x y pairs
sandbox	SmoothingSpline	gcv		generalized cross-validation score of current fit
sandbox	SmoothingSpline	df_resid		residual degrees of freedom in the fit
sandbox	SmoothingSpline	df_fit		how many degrees of freedom used in the fit? self
sandbox	SmoothingSpline	trace		trace of the smoothing matrix s pen todo addin a reference to wahba and whoever else i used
sandbox	SmoothingSpline	fit_target_df	y x df weights	fit smoothing spline with approximately df degrees of freedom used in the fit i
sandbox	SmoothingSpline	fit_optimize_gcv	y x weights tol	fit smoothing spline trying to optimize gcv
sandbox	RLS	rwexog		whitened exogenous variables augmented with restrictions
sandbox	RLS	inv_rwexog		inverse of self rwexog
sandbox	RLS	rwendog		whitened endogenous variable augmented with restriction parameters
sandbox	RLS	rnorm_cov_params		parameter covariance under restrictions
sandbox	RLS	wrnorm_cov_params		heteroskedasticity-consistent parameter covariance used to calculate white standard errors
sandbox	SUR	_compute_sigma	resids	computes the sigma matrix and update the cholesky decomposition
sandbox	SUR	whiten	X	sur whiten method
sandbox	SUR	fit	igls tol maxiter	igls : bool iterate until estimates converge if sigma is none instead of
